productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B0009V2S8M,glominerals glominerals gloPressed Base -.35 fl oz,A3CYW8L2K3YUK8,1353283200,"I love glominerals makeup but I'm not sure what's up with some products that come from unapproved vendors. Of course, glominerals warns the public against ordering from unauthorized places, for various reasons that you can look on their website, but I took a chance because I was in a bind and needed some quickly (thanks Amazon for that). With this specific experience, after the third day, I opened the compact to see that all the pressed base was a crumbly mess. Fortunately, I had a backup mineral foundation container that I was able to pour it all in to. Whew! Lost a little in the process but at least it wasn't a total loss. I still love, love, love glominerals pressed base but something is honestly up with this product that was supplied by an unauthorized vendor. Can't put my finger on it but this was a lesson learned.",beauty,makeup,face
B000G7WU50,Boon Flo Water Deflector and Protective Faucet Cover with Bubble Bath Dispenser,A3CWVZ01HZQYSM,1353283200,"Since we don't have a shower pull on our faucet, it's very easy for our daughter to pull the cover off the faucet. Not sure I would buy this again.",baby products,safety,bathroom safety
B0000533G8,Dr. Bronner - Castile Soap,A2DEVUOETUC9SI,1353283200,"Something in the product's fragrance profile resembled vomit to me, to the extent that I became nauseated while using the soap for laundry. I generally love rose-scented products. As this was a very unpleasant experience, hopefully I am the only person who will have this experience. Also when I used it in cold water, the soap solidified on clothes. I am looking forward to trying the unscented version, for hot & warm washes.",beauty,bath body,cleansers
B000HZCKN8,"PikStik-Pro Aluminum Reacher, 32""",AU03572DYD6CP,1353283200,"terrific item for older people to reach items, This item is just the right length for reaching shelves and picking up things on the floor",health personal care,medical supplies equipment,daily living aids
B000KY6IIY,"Cadbury Flake Chocolate Bars, 12-Count",A18L908NFO52EY,1353283200,These bars are the real thing! The chocolate flakes into a shower of chocolate shavings and melts scrumptiously in your mouth. Completely delicious and addictive -- a taste of home (UK)!,grocery gourmet food,candy chocolate,bars
B0007TJ7GW,WeatherTech Tubular Pet Barrier,ASVJTAE31X1Q0,1353283200,"I recently purchased this item for the purpose of transporting a dog I adopted. I have used other barriers without much success. I drive a Dodge Journey, and decided to view Dodge's website first to see what they recommend. The WeatherTech 60010 is the one they have listed.I absolutely hate putting furniture, etc. together...seems like anything you buy these days has to be assembled. This item was a piece of cake. I thought the directions were straightforward and I had it set up and secured in the back of my car in no time.My dog (80 lb. Rott) tested it, but didn't seem interested in trying to get out, therefore I don't know how the barrier would hold up with a more determined dog...that would be my other dog, and I haven't tried him yet. Also, the barrier is blissfully quiet.",pet supplies,dogs,carriers travel products
B000NAOH1A,"Bumbo Seat Play Tray, Ivory",A35JFP13O3NPPB,1353283200,"I thought this tray would be the perfect accessory to my bumbo seat... Although it is nice for my baby to have a tray to play with his toys on or eat snacks on, I would not have purchased this knowing what I know now.Pros:*I like the fact I have the option to have a tray on my bumbo seat for my babies activities*It's plastic, so it's easy to clean*It's hard & Durable and not easy to breakCons:*The price they charge for this cheap piece of plastic is not worth it's value*It's difficult to attach to the bumbo seat... The top part attaches to the piece in between the babies legs , and there's a hook that latches to the bottom of the seat to secure it in place. You literally have to squish the seat to get the bottom latch on. Therefore, cannot do it while baby is in the seat. This is a problem since it's very difficult to get baby in the seat while the tray is attached, especially now that they have the safety belt. You need tiny hands to squeeze in between your baby and the seat belts with the tray in the way in order to buckle him in. It's just not worth the hastle...",baby products,gear,baby seats
B00063446M,Drinkwell Original Pet Fountain,A31FPKPQUV3LKI,1353283200,"I purchased my first Drinkwell Fountain over ten years ago. It worked perfectly every day until it finally died several weeks ago,I believed in the product, my cats loved it so i didn't consider another brand. I did take very good care of the fountain, taking it apart and washing it in hot water weekly.I ordered the exact fountain I had. I set it up and within a day I realized it was leaking. I checked all the parts filled it up and set it on my kitchen counter, it leaked. I was sure it was the result of damage in shipping so I sent it back and immediately ordered another one.Second Fountain comes and no leaks. I'm happy my cats are happy, all is well...not so fast. It's been a couple of weeks and yesterday I found it was leaking, badly. This time I wasn't checking it so I have some floor damage, fortunately not very much and that's not really the issue for me. I'm sending back the unit but now my cats do not have a fountain. I have some unhappy little furs. They have bowls of fresh water but have always gone to the fountain first.I'll go out and look for another brand but frankly I really liked the Drinkwell and I'm so sorry I wont have one.",pet supplies,cats,feeding watering supplies
B0007MW2ZW,"Taylor of Old Bond Street Sandalwood Shaving Cream Bowl, 5.3-Ounce",AX1O2HS1JSVPG,1353283200,"I say for the price this is a good product. I lathers really well, so much that I can get a second lathering for a second pass. This cream is far superior to any of that crap that squirts out of a can.The scent is a bit strong for my taste, more especially if you are going to use an aftershave or cologne of a different fragrance. As a stand alone scent it's good.The 13.00 purchase should last me 1-2 years so I feel it is a good buy and worth the money.Brian V.",health personal care,personal care,shaving hair removal
B000GG1TTE,Chlor-Trimeton Chlor-Trimeton 4 Hour Allergy Relief Tablets,A3EWV2HBY8IIPG,1353283200,"I have used this product for years and have discovered that taking the 4 hour tabs every 3 hours works best for me. The 4 hour as well as 12 hour tabs are VERY hard to find in the Phoenix metro area, so now I am forced to buy it online and keep a stock pile.I take this product with Tropicana Pure Premium OJ (some/medium pulp).Take a tab before bed and have a box of tissue and waste basket nearby. You will feel it kick in and the start with moderate sinus drainage and sneezing. Once you have taken about 3 tabs (in sequence) you will feel MUCH better and both sneezing and drainage will stop.",health personal care,health care,allergy
B00004R8LL,Animals on the Farm 24 Piece Wooden Jigsaw Puzzle,A4HM16LKASCSM,1353283200,"This is a cute puzzle, but unfortunately, the pieces are falling apart quickly. When it says 'solid wood', each piece is really several very thin layers of wood glued together. When assembled, the pieces fit very tightly together so that just separating them is enough to delaminate the layers, especially the top layer which has the paper picture glued to it. This started happening the first few times we played with it.",toys games,puzzles,jigsaw puzzles
B000EGKT3I,ARMANI CODE by Giorgio Armani for MEN,A206U6C4ME3SKJ,1353283200,"Awesome fragance I loved it and everybody around me like it too. It's perfect to go out at night, 100% recommended",beauty,fragrance,men s
B0002APWII,"Flexi Retractable All Belt Lead, 16ft",A2UXX5DM5PHUAP,1353283200,"I love this leash, I really do. Works great so far. However, I bought this online, then found it at my local retail store that starts with a big &#34;W&#34; and has a star in the middle for a couple dollars cheaper. I was just a little bit devastated. So, you might try there first on your next shopping trip.",pet supplies,dogs,collars
B00061MOF2,Vet Solutions Ear Cleansing Solution 8oz,A2WI4GOCOOF3PK,1353283200,I use this after giving my pups a bath..it smells great and cleans excess water from their ears...I also use in between baths .,pet supplies,cats,health supplies
B000JFMKEK,Shermag Glider Rocker Combo,AMQWWN5Y9NVP9,1353283200,Not very smooth. We bought another that is one third the price that rocks so much better. Do not buy,baby products,nursery,furniture
B0002J1F76,Merial Frontline Plus Flea and Tick Control for Cats and Kittens,A2FB7KGDPU0SHG,1353369600,"Best flea control on the market. Easy to use. Kills the larvae and eggs, and everything all with one application.",pet supplies,cats,health supplies
B000EFDOOA,Everholder FURemover Broom,A2DE4H0L2FMUWF,1353369600,"This works as promised. It's also really great for &#34;scooping up&#34; my daughter's very long hair from her bedroom carpet before I vacuum her room. Otherwise, her hair gets caught in the roller bar of my vacuum, and it's pretty hard to get out.",pet supplies,cats,grooming
B000063TQK,POOF-Slinky 8701 Slinky Science Young Architect Building Set,A2YKIRVMKC8Y9R,1353369600,"The real genius of this product is not in its enabling of creativity, but rather in its harsh but appropriate delivery of the all too accurate perpetual disappointment and frustration of contemporary architectural practice. Impossible to get large plastic panels to appear flat? Sounds about right. Corners not really staying together no matter how many times you cloud and note the shop drawings? Been there, done that. Fingerprints and glue on the glass!? GRRRRRR!This product is hard to use, but necessarily so. I hope every young person who uses it experiences the titillating anticipation of realizing environments catalyzed in their minds' eye, and also the begrudging difficulty of accepting only a dilute approximation of their expectations. I suggest a parent follow this product with an educational copy of 3D modeling software, or a visit to digital fabrication facilities, to give them, along with their dose of reality, a taste for what can be possible, an appetite for change in a practice that has been made laughable by its stubborn adherence to ancient techniques, and constant disconnection from its practical and ideological relevance, into a cave of aesthetic conundrum.",toys games,learning education,unknown
